,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
252,"On his first day back in the top job, Howard Schultz made an abrupt change in policy at the company as it faces rising worker discontent.",https://www.nytimes.com/2022/04/04/business/starbucks-buybacks-schultz.html,,"As Starbucks faces a rising wave of employee unrest, its new chief executive is abruptly shifting how the coffee chain splits its profits between workers and shareholders.",The New York Times,Starbucks’s new C.E.O. scraps stock buybacks to ‘invest more profit into our people.’,2022-04-04 07:01:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
253,"Bank executives are lately taking a more somber tone than the ebullience of recent quarters, when banks recorded blockbuster earnings.",https://www.nytimes.com/2022/04/14/business/wall-street-bank-earnings.html,,"Russia’s invasion of Ukraine has only clouded an already uncertain economic outlook, banking executives said this week as they reported sliding profits and growing concerns about the state of the recovery from the pandemic.",The New York Times,Wall Street Profits Slump as War Weighs on Outlook,2022-04-14 16:13:04+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
254,The company said it was close to restarting deliveries of its 787 Dreamliner plane and was on track to end the year with positive cash flow.,https://www.nytimes.com/2022/07/27/business/boeing-q2-earnings.html,,"Boeing reported a drop in profit and weaker revenue than analysts had expected for the second quarter, but said on Wednesday that it was close to restarting deliveries of its 787 Dreamliner plane and was on track to end the year with more cash coming into the business than out of it.",The New York Times,Boeing Reports Drop in Profit but Sees ‘Momentum’ for Turnaround,2022-07-27 13:17:49+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
255,"In the company’s first earnings report since Bob Iger returned as C.E.O., it exceeded Wall Street’s expectations. But about 7,000 jobs are expected to be cut.",https://www.nytimes.com/2023/02/08/business/disney-earnings.html,,Robert A. Iger gave Disney’s corporate critics the equivalent of a punch in the mouth on Wednesday.,The New York Times,"Searching for Streaming Profit, Disney Cuts $5.5 Billion in Costs",2023-02-08 21:05:07+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
256,"Despite scant evidence that it works, the drug, Aduhelm, is predicted to generate billions of dollars in revenue, much of it from Medicare.",https://www.nytimes.com/2021/06/08/business/aducanumab-alzheimers-cost.html,,The Food and Drug Administration’s decision on Monday to approve a new Alzheimer’s medication over the fierce objections of its scientific advisers sets into motion one of the most controversial drug introductions in years.,The New York Times,"Alzheimer’s Drug Is Bonanza for Biogen, Most Likely at Taxpayer Expense",2021-06-08 09:00:18+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
257,"Aiming to make a million electric vehicles a year by 2025, General Motors is investing in a Nevada lithium mine to help with battery production.",https://www.nytimes.com/2023/01/31/business/general-motors-q4-earnings.html,,"General Motors on Tuesday reported solid profits for 2022, after overcoming the computer chip shortages and softening demand that has slowed much of the auto industry last year.",The New York Times,G.M. Posts Solid Profit as It Pushes to Take On Tesla in E.V.s,2023-01-31 17:31:06+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
258,"Analysts have begun trimming their profit forecasts, with pronounced downgrades for growth at energy and financial firms.",https://www.nytimes.com/2023/01/09/business/wall-street-braces-for-a-weak-earnings-season.html,,"Stocks may have eked out gains so far in the new year, but they may not last. With corporate earnings season kicking off this week, Wall Street is pricing in a rough quarter ahead — including for itself, with Goldman Sachs and other banks preparing for layoffs.",The New York Times,Wall Street Braces for a Weak Earnings Season,2023-01-09 16:09:14+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
259,"The company made $10 billion in profit for 2021, a 55 percent increase from 2020.",https://www.nytimes.com/2022/02/01/business/gm-earnings.html,,"After a year of production disruptions due to a global computer chip shortage, General Motors said on Tuesday that its factories will be running at a normal clip again by the second half of the year.",The New York Times,G.M. expects production to return to normal this year as a chip shortage eases.,2022-02-01 21:22:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
260,"Even as businesses have reopened, many people continue to do their shopping online, and much of that business continues to go Amazon’s way.",https://www.nytimes.com/2021/07/29/technology/amazon-q2-earnings-profit.html,,Amazon on Thursday followed a trend among the country’s biggest tech firms. The company said it made more money in the latest quarter compared with last year — a lot more money.,The New York Times,Amazon’s quarterly profit jumps to $7.8 billion.,2021-07-29 20:59:49+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
261,"The bank’s earnings took a $2 billion hit, bringing its profit down to $3.5 billion in the third quarter.",https://www.nytimes.com/2022/10/14/business/wells-fargo-earnings.html,,"Wells Fargo’s latest earnings took a $2 billion hit for costs related to its past scandals, dragging its profit down to $3.5 billion in the third quarter, 30 percent lower than the same period last year. But the bank’s revenue edged past analysts’ expectations, rising 4 percent from a year ago, to $19.5 billion.",The New York Times,Wells Fargo’s Scandals Drag on Profit as It Braces for a ‘Slowing Economy’,2022-10-14 12:38:27+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
262,Elon Musk’s electric car company is facing intensifying competition from newer Chinese automakers and established Western car companies.,https://www.nytimes.com/2023/07/19/business/tesla-second-quarter-electric-vehicles.html,,"Tesla reported a rise in profit for the second quarter after the company, led by Elon Musk, cut prices in response to increased competition and higher borrowing costs for car buyers.",The New York Times,Tesla’s Profit Rose in the Second Quarter as Price Cuts Spurred Demand,2023-07-19 20:20:32+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
263,"Rising energy prices, along with cost cutting, helped secure the soaring result at Europe’s largest energy company.",https://www.nytimes.com/2022/05/05/business/shell-earnings-record-profit.html,,"Shell, Europe’s largest energy company, reported on Thursday its biggest-ever quarterly profit, reflecting high prices for oil and natural gas spurred by the war in Ukraine and tightness in world energy markets.",The New York Times,Shell reports a record $9.1 billion profit.,2022-05-05 09:05:29+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
264,"The Wall Street bank recorded nearly $4 billion in profit, beating analyst expectations in a tough quarter for big banks.",https://www.nytimes.com/2024/04/15/business/goldman-sachs-profit.html,,What a difference a year makes at Goldman Sachs.,The New York Times,A Slimmer Goldman Sachs Posts Hefty Jump in Profit,2024-04-15 13:49:31+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
265,"Alphabet, Exxon Mobil, UPS and others gave shareholders reasons to stay optimistic.",https://www.nytimes.com/2022/02/02/business/dealbook/earnings-alphabet-exxon-ups.html,,"We are almost at the halfway point for earnings season, and jittery investors are looking to corporate financial reports for direction after inflation, geopolitics and other worries dragged down markets last month. It’s been a different story in the past few days, though, as robust earnings reports steadied nerves.",The New York Times,Investors See Hope in Big Corporate Profits,2022-02-02 13:00:18+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
266,"$71 million of the clothing company’s earnings have been used since September 2022 to fund wildlife restoration, dam removal and Democratic groups.",https://www.nytimes.com/2024/01/30/climate/patagonia-holdfast-philanthropy.html,,"A little more than $3 million to block a proposed mine in Alaska. Another $3 million to conserve land in Chile and Argentina. And $1 million to help elect Democrats around the country, including $200,000 to a super PAC this month.",The New York Times,Patagonia’s Profits Are Funding Conservation — and Politics,2024-01-30 18:16:49+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
267,"Gilead delayed a new version of a drug, allowing it to extend the patent life of a blockbuster line of medications, internal documents show.",https://www.nytimes.com/2023/07/22/business/gilead-hiv-drug-tenofovir.html,,"In 2004, Gilead Sciences decided to stop pursuing a new H.I.V. drug. The public explanation was that it wasn’t sufficiently different from an existing treatment to warrant further development.",The New York Times,How a Drugmaker Profited by Slow-Walking a Promising H.I.V. Therapy,2023-07-22 09:00:28+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
268,Politicians are placing more blame on greedy companies as prices stay high. But booming consumer demand is enabling firms to charge more.,https://www.nytimes.com/2022/01/03/business/economy/inflation-democrats-corporations.html,,"Inflation remains rapid as the economy enters 2022, and Democrats have begun pointing to a new culprit for the high and lasting price increases: Greedy corporations.",The New York Times,Democrats Blast Corporate Profits as Inflation Surges,2022-01-03 19:45:51+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
269,"The electric car company is facing intensifying competition, supply chain disruptions and concerns about the behavior of Elon Musk.",https://www.nytimes.com/2023/01/25/business/tesla-earnings-fourth-quarter-2022.html,,"Tesla reported a respectable jump in profit for the last quarter of 2022, but slipping profit margins and slowing sales growth underlined the challenges that have weighed on the carmaker’s stock.",The New York Times,Tesla’s Profit Jumped 12% in Fourth Quarter,2023-01-25 21:18:41+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
270,"Along with the higher spending, the owner of Facebook, Instagram and WhatsApp projected lighter-than-expected revenue, causing its stock to plummet.",https://www.nytimes.com/2024/04/24/technology/meta-profit-stock-ai.html,,"Meta projected on Wednesday that revenue for the current quarter would be lower than what Wall Street anticipated and said it would spend billions of dollars more on its artificial intelligence efforts, even as it reported robust revenue and profits for the first three months of the year.",The New York Times,Meta Says It Plans to Spend Billions More on A.I.,2024-04-24 20:24:28+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
271,"The media powerhouse remains a profit machine, but it faces challenges, including competition from newer outlets and a defamation suit against its parent company.",https://www.nytimes.com/2021/02/09/business/fox-news-ratings-profit.html,,"If Rupert Murdoch’s Fox News is at all worried about recent ratings declines, the company hid its concern well. Mr. Murdoch’s powerhouse television business continues to see growth in revenue and profit, reporting gains on both areas in its quarterly earnings report announced Tuesday.",The New York Times,"Fox News Reports Profit Gain, Despite Ratings Drop",2021-02-09 15:53:31+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
272,"Macy’s, Dollar General and Dollar Tree bucked a trend of retailers struggling to overcome inflationary pressures.",https://www.nytimes.com/2022/05/26/business/macys-dollar-general-dollar-tree-earnings.html,,"Shares of Macy’s, Dollar Tree and Dollar General jumped on Thursday after all three retailers reported profits that defied Wall Street’s expectations and cut against recent concerns about spending by American consumers.",The New York Times,"Retailers’ shares soar, pulling market higher, after solid earnings reports.",2022-05-26 14:07:42+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
273,"The carrier expects travel demand to remain strong, despite concerns about a recession.",https://www.nytimes.com/2022/07/20/business/united-airlines-earnings.html,,"United Airlines on Wednesday reported revenue of $12.1 billion in the three months that ended in June, its largest quarterly haul in at least a decade and the most it has ever earned in the second quarter of a year.",The New York Times,"United Airlines hits a revenue milestone, but costs constrain its quarterly profit.",2022-07-20 22:14:39+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
274,"The huge gain stems from the bank’s acquisition of its rival Credit Suisse this spring for about $3.2 billion, a steep discount that is skewing its quarterly results.",https://www.nytimes.com/2023/08/31/business/dealbook/ubs-profit-credit-suisse.html,,"When UBS agreed to buy its archrival Credit Suisse for a little over $3 billion this spring at the Swiss government’s behest, analysts and investors said that price represented a steep discount. UBS’s latest financial results reflect just how much of a steal it was.",The New York Times,UBS Reports Record-Breaking $29 Billion Profit,2023-08-31 17:34:56+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
275,"Economic and military uncertainty clouds the outlook for Exxon, Chevron and other energy companies, whose bonanza from high prices is already fading.",https://www.nytimes.com/2023/02/01/business/energy-environment/exxon-chevron-oil-gas-profit.html,,"Exxon Mobil made $56 billion in profit last year, its largest annual haul ever. Chevron earned $36 billion, also a company record. But after a bountiful 2022, the outlook for those companies and other big oil and gas producers is cloudy.",The New York Times,What Exxon and Chevron Are Doing With Those Big Profits,2023-02-01 08:00:11+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
276,Corporate profits have been bolstered by higher prices even as some of the costs of doing business have fallen in recent months.,https://www.nytimes.com/2023/05/30/business/economy/inflation-companies-profits-higher-prices.html,,"The prices of oil, transportation, food ingredients and other raw materials have fallen in recent months as the shocks stemming from the pandemic and the war in Ukraine have faded. Yet many big businesses have continued raising prices at a rapid clip.",The New York Times,"Companies Push Prices Higher, Protecting Profits but Adding to Inflation",2023-05-30 09:13:02+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
277,The internet company’s cost cuts also helped lift its financial performance in the most recent quarter.,https://www.nytimes.com/2023/10/25/technology/meta-facebook-quarterly-earnings.html,,"Mark Zuckerberg, Meta’s chief executive, spent the past two years weathering a slump in digital advertising and cutting costs. This year, he proclaimed, would be a “year of efficiency” for his company.",The New York Times,"Meta Posts 23% Growth as Ads Rebound, With Profit More Than Doubling",2023-10-25 20:40:02+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
278,"The oil and gas giant said its earnings, which exceeded analysts’ expectations, were bolstered by strong energy trading.",https://www.nytimes.com/2023/05/04/business/shell-1q-earnings-oil-gas.html,,"Shell, Europe’s largest energy company, said Thursday that its profit jumped 6 percent in the first quarter to $9.6 billion, a sign that the company remains hugely profitable, even with oil prices under pressure.",The New York Times,"Shell Reports $9.6 Billion Profit, Despite Falling Oil Prices",2023-05-04 10:04:43+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
279,The company said rivals were swarming the market and increasing competition and that it was spending heavily on marketing and development to keep ahead of its competitors.,https://www.nytimes.com/2021/05/13/technology/coinbase-profit.html,,"The cryptocurrency exchange Coinbase said on Thursday that its quarterly profit soared by more than 20 times from a year earlier as its revenue skyrocketed, in a sign of how enthusiasm for digital currencies has gone mainstream in the pandemic.",The New York Times,"Coinbase made $771 million in profit in the first quarter, benefiting from crypto mania.",2021-05-13 21:03:35+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
280,"Revenue was up 11 percent from a year earlier, helping to generate $221 million in net income.",https://www.nytimes.com/2023/11/07/business/uber-quarterly-earnings-profit.html,,Uber on Tuesday reported financial results that showed its business was continuing to steadily chug along — and even turn a profit — as more riders and drivers used its platform than ever before.,The New York Times,Uber Reports Record Ridership and Second Straight Quarterly Profit,2023-11-07 11:55:09+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
281,"As profits slowed at Morgan Stanley and JPMorgan Chase, executives said that lending to consumers and businesses remained healthy but that risks loomed “down the road.”",https://www.nytimes.com/2022/07/14/business/jpmorgan-earnings-economy.html,,"Slowing demand and sinking markets have put an end to a period of record-setting profits for the country’s biggest banks, but that doesn’t mean a recession is imminent, top bankers say, even if it may look like they are preparing for one.",The New York Times,"Big Banks Prepare for Downturn, but Don’t See Recession Yet",2022-07-14 14:18:58+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
282,"The carmaker had a profit of $5.5 billion as sales of its electric vehicles kept soaring, especially in China and Europe.",https://www.nytimes.com/2022/01/26/business/tesla-earnings.html,,"Tesla said Wednesday that its profit leapt more than sixfold last year to $5.5 billion, the highest total in its 19-year history, as sales soared further, especially in Europe and China.",The New York Times,Tesla reports record yearly profit but warns that supply problems persist.,2022-01-26 21:36:26+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
283,"Earnings nearly tripled, showing that oil retains a large role in the global economy despite climate change concerns.",https://www.nytimes.com/2021/10/31/business/saudi-aramco-profit.html,,"Saudi Aramco, the world’s largest oil company, said Sunday that its profits for the third quarter nearly tripled compared with the period a year earlier, as demand for the fuel recovers from the pandemic and prices soar.",The New York Times,Saudi Aramco reports a $30 billion quarterly profit as oil prices soar.,2021-10-31 10:58:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
284,The oil giant is benefiting from high prices in energy markets.,https://www.nytimes.com/2022/07/07/business/shell-sees-refining-profits-nearly-tripling-adding-1-billion-to-its-bottom-line.html,,"Shell, Europe’s largest oil company, indicated Thursday that it was continuing to profit handsomely from oil market conditions that have motorists screaming.",The New York Times,"Shell sees refining profits nearly tripling, adding $1 billion to its bottom line.",2022-07-07 11:31:40+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
285,"Quarterly profits decreased 8 percent, to $10.3 billion, from a year earlier. Shares of Meta’s stock plunged about 22 percent in after-hours trading.",https://www.nytimes.com/2022/02/02/technology/meta-facebook-earnings-metaverse.html,,"Mark Zuckerberg said his company was going all in on the metaverse last year. On Wednesday, he showed the costs of making that transition.",The New York Times,"Meta spent $10 billion on the metaverse in 2021, dragging down profit.",2022-02-02 21:33:21+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
286,"The energy industry’s windfall followed a spike in prices, resulting mostly from Russia’s invasion of Ukraine and the global economic rebound from the coronavirus pandemic.",https://www.nytimes.com/2022/07/29/business/exxon-chevron-profit.html,,"Exxon Mobil and Chevron, the two largest energy companies in the United States, said on Friday that profits rose to record levels in the second quarter as they continued to reap the benefits of soaring oil and gas prices.",The New York Times,Exxon and Chevron Report Record Profits on High Oil and Gas Prices,2022-07-29 11:38:57+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
287,"After a disappointing quarter, the Finnish technology company announced significant spending cuts.",https://www.nytimes.com/2023/10/19/business/nokia-job-cuts.html,,"Nokia announced a major overhaul of its business on Thursday that includes slashing up to 14,000 jobs, or about 16 percent of its work force, over the next three years.",The New York Times,"Nokia to Cut 14,000 Jobs in Major Overhaul at Telecom Giant",2023-10-19 09:27:06+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
288,"JPMorgan Chase, Wells Fargo and Citigroup said that consumers continued to borrow and spend, but their chiefs warned that geopolitical risks were intensifying.",https://www.nytimes.com/2023/10/13/business/jpmorgan-citigroup-wells-fargo-profits.html,,"JPMorgan Chase’s chief executive, Jamie Dimon, is as close as Wall Street has to a statesman, and on Friday he sounded a major alarm about the global effects of the conflict in Israel and Gaza.",The New York Times,Dimon Warns of ‘Most Dangerous Time’ as Banks Report Big Profits,2023-10-13 13:14:30+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
289,"Delta said its March operations were profitable, despite rising fuel costs. It reported a first-quarter loss, but revenue exceeded its forecast.",https://www.nytimes.com/2022/04/13/business/delta-air-lines-earnings.html,,Delta Air Lines reported a quarterly loss on Wednesday as thriving ticket sales were offset by high fuel prices. But it said that its March operations were profitable and that it had been able to pass some of the higher cost of fuel along to customers.,The New York Times,"Delta Air Lines sees a turn toward profit, and carriers’ shares soar.",2022-04-13 11:14:32+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
290,"Daimler, the German car and truck maker, said Thursday that its net profit rose by nearly 50 percent in 2020, as it managed to cut costs more than enough to compensate for a decline in sales and supply chain disruptions caused by the pandemic.",https://www.nytimes.com/2021/02/18/business/defying-the-pandemic-daimler-reports-a-big-jump-in-profit.html,,"Daimler, the German car and truck maker, said Thursday that its net profit rose by nearly 50 percent in 2020, as it managed to cut costs more than enough to compensate for a decline in sales and supply chain disruptions caused by the pandemic.",The New York Times,"Defying the pandemic, Daimler reports a big jump in profit.",2021-02-18 13:28:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
291,Investors are pouring money into the less exclusive cousin of tennis.,https://www.nytimes.com/2023/08/19/business/dealbook/pickleball-business.html,,"As pickleball takes over the minds and courts of America, investors are pouncing on the opportunity to turn a favorite casual pickup game into a massive professional sport.",The New York Times,Pickleball Went Pro. Can It Profit?,2023-08-19 12:00:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
292,"The Silicon Valley company was again lifted by sales of its artificial intelligence chips, but it faces growing competition and heightened expectations.",https://www.nytimes.com/2024/05/22/technology/nvidia-quarterly-earnings-results.html,,"Nvidia, which makes microchips that power most artificial intelligence applications, began an extraordinary run a year ago.",The New York Times,"Nvidia, Powered by A.I. Boom, Reports Soaring Revenue and Profits",2024-05-22 20:40:38+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
293,"Delta’s quarterly profit, which was buoyed by $1.5 billion in federal stimulus money, was still down 55 percent from the same quarter in 2019.",https://www.nytimes.com/2021/07/14/business/delta-profit-pandemic.html,,"Delta Air Lines on Wednesday reported a $652 million profit in the second quarter of the year, its first since the pandemic began and the latest sign that the airline recovery is well underway. The carrier reported $7.1 billion in revenue.",The New York Times,Delta Air Lines reports its first profit since the start of the pandemic.,2021-07-14 13:04:47+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
294,Nearly 3.5 billion people now use one of Facebook’s apps every month.,https://www.nytimes.com/2021/04/28/business/facebook-earnings-profit.html,,"Facebook said on Wednesday that revenue rose 48 percent to $26.2 billion in the first three months of the year, while profits nearly doubled to $9.5 billion, underlining how the social network has continued to benefit during the pandemic.",The New York Times,"Facebook nearly doubles its profit and revenue rises 48 percent, as tech booms.",2021-04-28 20:30:50+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
295,"The company, which announced plans to lay off 10,000 workers last week, had warned that was facing a significant slowdown in the growth of its sales.",https://www.nytimes.com/2023/01/24/technology/microsoft-profit-drop.html,,Microsoft on Tuesday reported its slowest growth in six years and cautioned that a broader slump will continue as both consumers and businesses put the brakes on spending.,The New York Times,"Microsoft Revenue Up 2 Percent, but Profit Drops 12 Percent",2023-01-24 21:34:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
296,"Both airlines said they expected to do even better in the final three months of the year, lifted by corporate, international and holiday travel.",https://www.nytimes.com/2021/10/21/business/american-southwest-airlines-earnings.html,,"American Airlines and Southwest Airlines reported profits for the three months ended in September, reflecting the industry’s recovery despite the spread of the Delta variant of the coronavirus. But the airlines aren’t entirely out of the woods: Both would have reported losses were it not for federal pandemic aid.",The New York Times,American and Southwest post profits as the airline industry recovers.,2021-10-21 12:25:42+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
297,"Nearly 30 percent of Instacart’s revenue came from advertising, and grocery orders were flat in the first half of this year, the company said.",https://www.nytimes.com/2023/08/25/technology/instacart-profit-slowing-growth-ipo.html,,"Instacart, the grocery delivery business that boomed during the pandemic, took a step on Friday toward an initial public offering that will be a test of Wall Street’s appetite for tech start-ups after a yearlong industry slump.",The New York Times,Instacart Reveals $428 Million in Profit but Slowing Growth Ahead of I.P.O.,2023-08-25 18:58:58+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
298,The move shows how inflation and changing consumer behavior are souring the business outlook for many retailers.,https://www.nytimes.com/2022/06/07/business/target-profit-inflation.html,,"Target plans to cut prices and cancel orders to clear out unwanted inventory, announcing a series of steps on Tuesday to combat inflation and supply chain disruptions. The actions would cut its profit in the current quarter, the company said, pushing its shares down. Target’s share price closed down 2.4 percent.",The New York Times,Target will take a profit hit to clear out inventory that shoppers don’t want.,2022-06-07 12:37:09+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
299,"Revenue fell 5 percent from a year earlier, but the automaker said chip availability had “markedly improved” since the previous quarter.",https://www.nytimes.com/2021/10/27/business/fords-profit-declines-as-automakers-deal-with-supply-chain-troubles.html,,"Ford Motor reported $1.8 billion in profit for the three months that ended in September, a decline of $600 million from a year earlier that the company attributed mainly to the global shortage of computer chips.",The New York Times,Ford’s profit declines as automakers deal with supply-chain troubles.,2021-10-27 20:35:55+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
300,"The two European companies reported earnings totaling nearly $20 billion, partly on higher energy prices as Russia’s war in Ukraine continues.",https://www.nytimes.com/2022/10/27/business/shell-earnings-profit-oil-gas.html,,"Gargantuan profits continue to roll in at Europe’s energy giants. London-based Shell reported adjusted earnings of $9.45 billion for the third quarter, its second-highest profit on record. On the same day, Paris-based TotalEnergies reported a profit of $9.9 billion. ",The New York Times,"Shell and Total, Oil Giants, Report Huge Profits on High Energy Prices",2022-10-27 11:37:43+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
301,"Google’s parent company reported its fourth consecutive drop in quarterly profit, weeks after culling 6 percent of its work force to cut costs.",https://www.nytimes.com/2023/02/02/technology/alphabet-earnings.html,,"Alphabet, Google’s parent company, has settled into a period of stalled growth as economic uncertainty reverberates across Silicon Valley. Gone are the pandemic boom times, when the internet giant’s profit and employee head count soared.",The New York Times,Alphabet’s Profit Falls 34% Amid Ads Slowdown,2023-02-02 21:35:21+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
302,"The drop meant that for the first time in years, Walmart did not meet Wall Street’s profit expectations, an ominous signal for other companies navigating inflation.",https://www.nytimes.com/2022/05/17/business/walmart-earnings-inflation.html,,"Walmart, the nation’s largest retailer, is being hit hard by inflation. The company reported on Tuesday that its profit in the first three months of the year fell 25 percent from a year ago, an unexpectedly large drop that Walmart blamed on broadly higher costs, particularly in labor and fuel.",The New York Times,"Walmart profits drop, dragged down by higher costs for food and fuel.",2022-05-17 12:48:38+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
303,"The maker of Gatorade and Lay’s, which nearly doubled its profit in its latest quarter, has been raising prices by double-digit percentages for more than a year.",https://www.nytimes.com/2023/07/13/business/pepsico-earnings-2q-2023.html,,"PepsiCo reported a big jump in quarterly profit on Thursday, despite signs that customers are buying fewer cans of soda and bags of chips as the company continues to raise prices aggressively.",The New York Times,Price Increases Lead to Big Jump in Profit at PepsiCo,2023-07-13 15:54:09+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
304,Safety experts say a focus on financial returns may be partly to blame for derailments and accidents like the one in Ohio.,https://www.nytimes.com/2023/02/17/business/energy-environment/norfolk-southern-derailment-safety.html,,"Last month, as Norfolk Southern, one of the largest railroads in North America, reported record operating profits, Alan H. Shaw, its chief executive, told shareholders that the company’s service was “at the best it’s been in more than two years.”",The New York Times,Norfolk Southern’s Profits and Accident Rates Rose in Recent Years,2023-02-17 21:55:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
305,"Bumper earnings from Aramco, the world’s largest oil company, and BP were, nonetheless, a slight decline from the previous quarter.",https://www.nytimes.com/2022/11/01/business/saudi-aramco-oil-profit.html,,"Saudi Aramco, the world’s largest oil company, said on Tuesday that it had earned $42.4 billion in net income in the third quarter. The figure was more than double the nearly $20 billion that Exxon Mobil earned for the period.",The New York Times,Saudi Aramco Reports $42 Billion in Profit as Cash Rolls In for Oil Giants,2022-11-01 10:40:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
306,The London-based energy giant said it had benefited from reviving demand for oil and OPEC’s management of output.,https://www.nytimes.com/2021/11/02/business/bp-3q-2021-earnings.html,,"BP said Tuesday that higher oil and natural gas prices had led to sharply higher earnings in the third quarter. The company said that its “underlying replacement cost profit” for July through September was $3.3 billion, compared with $86 million in the period a year earlier.",The New York Times,BP’s profit rises as oil and gas prices soar.,2021-11-02 11:48:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
307,Stock markets in Mumbai have surged as big global investors hope India can become a source of growth. It won’t be so easy.,https://www.nytimes.com/2024/05/31/business/india-foreign-investors.html,,"Mumbai, India’s financial capital, has seen a lot of new faces over the past year. The heads of global banks have been trooping through, visiting its stock exchanges, buying property and hiring new staff.",The New York Times,"Wall Street Lands on India, Looking for Profits It Can’t Find in China",2024-05-31 04:00:21+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
308,"Profit and sales at the tech giant, the first of the largest tech companies to report earnings for the three months ending in December, grew about 20 percent.",https://www.nytimes.com/2022/01/25/technology/microsoft-earnings-q2-2022.html,,Microsoft announced record profit and sales on Tuesday despite investor fears that the pandemic-fueled tech boom may be over.,The New York Times,Microsoft’s profit continues to climb.,2022-01-25 22:02:45+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
309,"Citing the need to cut prices to move inventory, the company slashed its earnings outlook for the year, sending its stock price tumbling in after-hours trading.",https://www.nytimes.com/2022/07/25/business/walmart-lowers-profit-forecast-inflation.html,,"Walmart lowered its profit outlook on Monday, saying inflation is pressuring its customers to make fewer purchases of general merchandise and to focus on necessities like groceries.",The New York Times,Walmart lowers profit forecast as inflation hits customers’ wallets.,2022-07-25 22:08:16+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
310,The iPhone maker said it was hurt by Covid-related shutdowns of factories in Shanghai but benefited from its growing services business.,https://www.nytimes.com/2022/07/28/business/apple-earnings.html,,"For years, Apple has surged behind large-scale manufacturing and rising sales in China. But, lately, the tech giant’s reliance on the world’s most populous country has veered from a strength to a vulnerability.",The New York Times,"Apple Continues to Grow, but Profits Drop as Costs Rise",2022-07-28 21:17:33+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
